Text,Religious#Icon,Religious#Practices,Religious#Place,God,Religious#Group
হিন্দু ভাইের গরুর গোবরটা বেশী খাওয়া হয়েছে,2,2,2,2,3
মাত্র ৬ মাস পূর্বে এভাবেই শিরকী পদ্ধতিতে পশু বলি দিয়ে পদ্মা সেতুর কাজ শুরু করা হয়েছিল ৬ মাসের ব্যবধানেই নদীগর্ভে তা বিলীন হয়ে গেল,2,2,2,2,2
"তোমার মায়রে চুদি,সব নাস্তিকের মায়রে চুদি।সব নাস্তিক মাইরা শেষ করুম।",2,2,2,2,3
তোদের মা বোন রা শিবের নুনু তে তাদের দুধ ঢালে আর গো মুত খায়,3,3,2,2,3
"তিন তালাকে বিচ্ছেদ নয় , মুছে যাক সংশয় একটি ধর্ম বিরোধী স্লোগান",2,2,2,2,2
"এই লাথি ধর্মপ্রাণ নিরীহ মানুষের উপর, এই লাথি গণতন্ত্রের উপর",2,2,2,2,2
এখন লাগিতেছে মালাউনদের বাড়ি ঘর পুড়িয়ে খুউব আরাম পেয়েছিল,2,2,2,2,2
ইসলাম কি অবিশ্বাসী দের নিকৃষ্ট প্রানী বলে না?ইসলাম কি ভিন্ন মতের মানুষকে হত্যা করতে বলেনা?,2,3,2,2,3
মাশাআল্লাহ। রেফারেন্স দিতে না পারলেও লজিক দিয়ে দারুন বাশ দিলেন নাস্তিক আসিফকে।,2,2,2,2,2
বাংলার পীর পুজারী ব্যাবসায়ী আলেম নামধারী অশিক্ষিত ভিক্কুকরা বিরোধীতা করে। তারা মুরিদী ব্যাবসা বন্ধের ভয় পায়।,2,2,2,2,2
বুকে ওরনা নাই তার জন্য কোনো আন্দোলন নাই হায়রে মুসলমান,2,2,2,2,2
"তোদের কৃষ্ণর সারাদিন নেংটা মেয়ে নিয়ে রাসলীলা করতো,তোদের কৃষ্ণ ভগবান হয়ে কিভাবে সারাদিন নিজের সৃষ্টির সাথে নেংটা হয়ে পরে থাকতো ।",3,2,2,3,3
"কার্তিক কে দেখতে পেয়ে মা দূর্গা, দৌড়ে কাছে গিয়ে বললো ও আমার বির কার্তিক দয়া করে তুমি আমার গুদ টি ফাটিয়ে দিয়ে যাও",3,2,2,3,3
যিশু যদি ইসলাম ই হলো ।ইসলাম আর খ্রিষ্ঠান এদের বিবাদ কেন।।,2,2,2,2,2
আমরা কি মুসলমান? আর কি দিয়ে প্রমান করতে হবে যে আওয়ামীলীগ ইসলামের দুশমন,2,2,2,2,2
বিধর্মী স্টাইলে পশু জবাই করে পদ্মায় ভাসিয়ে দিয়ে শুরু করা হলো পদ্মা সেতুর কাজ অসাম্প্রদায়িক বলে কথা,2,2,2,2,2
মোদী বিশ্বের দশ নাম্বার কুখ্যাত সন্ত্রাসি তার মুখে ঐ রকম নোংরা কথাই আসবে তোরা মুসলমান দের হিংসা করিছ অতছ লক্ষ লক্ষ মালাউন মুসলমান দেশ গুলাতে যাইয়া কাজ কাম করিয়া জীবন বাচাই একটু লজ্জা সরম থাকা উচিত,2,2,2,2,2
এ মাঙ্গি তুই কেটা হে তোর কাছে ইসলাম শিখতে হবে আমাদের আদর্শ হযরত মোহাম্মদ (সাঃ),2,2,2,2,2
"জারা তাদের ধর্মগ্রন্থ পরেছে এবং জানে, আপনি এমন কারো সাথে কথা বলবেন না, যে নিজের ধর্মগ্রন্থ পড়েনি, অযথা সময় নস্ট করছেন, এনাদের সাথে বকবক করে",2,2,2,2,2
"১৬১০৮ জনের হোগা মারছে কৃশ্ন, ১৬১০৮ জনের নাম কি তার মনে আছে?",2,2,2,2,3
এদেশ আওয়ামী মালাউনদের দখলে। এদেশ পরাধীন হতে আর বেশি দেরি নাই। যারা এখনো বুঝ নাই তারাও বুঝবে খুব তারা তারি। মুসলমান হইয়া মালাউন নির্বাচন কর। মালাউনে পক্ষে জীবন উৎসর্গ কর। আওয়ামীলীগ তোমগরে গোলাম বানাইয়া ছাড়বে। দেখে নিও। বলে গেলাম।,2,2,2,2,3
