Text,Religious#Icon,Religious#Practices,Religious#Place,God,Religious#Group
"এটি উভয়ই কারণ এটি হিন্দুদের জীবনধারা, চিন্তাভাবনা, আচরণ, কর্ম, উদ্দেশ্য ইত্যাদিকে প্রভাবিত করে এইভাবে এটি জীবনযাত্রার উপায়",2,2,2,2,1
প্রতিটি ধর্ম প্রতিটি ধর্মীয় গোষ্ঠীর জন্য একটি জীবন ব্যবস্থা। প্রতিটি সম্প্রদায় তাদের ধর্মীয় সংস্কৃতিকে প্রতিফলিত করে।,2,2,2,2,2
বেদ - বিশ্বের প্রাচীনতম টিকে থাকা ধর্মীয় সাহিত্যগুলির মধ্যে কয়েকটি,2,1,2,2,2
আমি সত্যিই হিন্দু ধর্মের প্রশংসা করি কারণ এতে অনেক বিষয়ে অনেক সত্য রয়েছে,2,2,2,2,1
"সমগ্র বিশ্বের সবচেয়ে আকর্ষণীয়, যৌক্তিক, এবং দয়ালু ধর্ম - আমার মতে হিন্দু ধর্ম",2,2,2,2,1
বেদ ও পুরাণ তাদের লিখিত গ্রন্থের চেয়ে অনেক প্রাচীন। এটি ঋষিদের দ্বারা মুখস্থ ছিল।,2,1,2,2,2
"একজন খ্রিস্টান হওয়া সত্ত্বেও হিন্দু ধর্মের প্রতি আমার গভীর আগ্রহ, ভালোবাসা এবং অনুরাগ ছিল",2,2,2,2,1
"পারফেক্ট স্যার, আপনি আমাদের হিনুনিজম ধর্মকে সবচেয়ে ভালোভাবে সংজ্ঞায়িত করেছেন",2,2,2,2,2
"হ্যাঁ, সহিষ্ণুতার মাত্রা ভালো এবং হিন্দুধর্ম অন্যান্য ধর্মকে উপলব্ধি করে",2,2,2,2,1
ভাল ব্যাখ্যা. হিন্দু ধর্ম হল জীবন বিধান।,2,2,2,2,1
হিন্দুধর্ম প্রাচীনতম এবং শান্তিপূর্ণ ধর্ম। গর্ব করে বলি আমি হিন্দু।,2,2,2,2,1
বহু জন্মে মেধা থাকলে ভারতভূমি পা,2,2,1,2,2
বেদের জন্য ভারতকে ধন্যবাদ। বিশ্ব আপনার উপহারের জন্য কৃতজ্ঞ!,2,1,2,2,2
ভগবান নারায়ণের প্রতিটি অবতারই আশ্চর্যজনক,2,2,2,1,2
মহাভারত সত্যিই একটি আশ্চর্যজনক গল্প।,2,1,2,2,2
"হিন্দু আধ্যাত্মিক চিন্তার লক্ষ্য মানুষের কার্যকারিতাকে উন্নত করা, যা মানুষের উন্নতির প্রচারের ইতিবাচক মনোবিজ্ঞানের লক্ষ্যের সাথে অনুরণিত হয়",2,2,2,2,1
কৃষ্ণ ছিলেন একজন মহান যোদ্ধা ও যোদ্ধা এবং সেই সাথে দ্বাপর যুগে ভগবান বিষ্ণুর সবচেয়ে শক্তিশালী অবতার।,2,2,2,1,2
মহাভারত প্রাচীন ভারতের দুটি প্রধান সংস্কৃত মহাকাব্যের একটি,2,1,2,2,2
"জাতি, বর্ণ বা ধর্ম নির্বিশেষে প্রত্যেক শিশুরই মহাভারত পড়া উচিত",2,1,2,2,2
স্যার আপনি খাঁটি প্রতিভা যা আমাদের আধ্যাত্মিকতার দিকে ঝুঁকছে,2,2,2,2,2
"ভগবান হরি কৃষ্ণ একজন খুব ভালো শিক্ষক, একজন বন্ধু এবং ক্রিস্টোসের আত্মার অভিব্যক্তি",2,2,2,1,2
"ভগবান শ্রীকৃষ্ণ আমাকে আধ্যাত্মিক চেতনা এবং ""আমি"" বোঝার বিষয়ে শিক্ষা দিতেন।",2,2,2,1,2
ভগবদ্গীতা হল জড় জগতের সমস্ত সমস্যার উত্তর।,2,1,2,2,2
"অমর ভগবদ গীতা মহাভারতে লিপিবদ্ধ আছে, সূর্য সুপারনোভা না যাওয়া পর্যন্ত এই গ্রহের অন্য কোনও ধর্মগ্রন্থের সাথে মিলিত হতে পারে না",2,1,2,2,2
"একজন মুসলিম ব্যক্তি হিসাবে, আমি হিন্দু ধর্মকে আসলে বেশ আকর্ষণীয় মনে করি",2,2,2,2,1
স্বামী বিবেকানন্দ এমন একজন ব্যক্তি যিনি হিন্দু ধর্ম নিয়ে প্রচুর প্রশ্ন করতেন,1,2,2,2,1
কৃষ্ণের মামা কংস সমাজের প্রতীক যা আপনার জন্মের সাথে সাথে আপনার মনকে কন্ডিশন করতে শুরু করে,1,2,2,2,2
